Time,Time Code,Country Name,Country Code,GDP per person employed (constant 2017 PPP $) [SL.GDP.PCAP.EM.KD],CO2 emissions (kt) [EN.ATM.CO2E.KT],"Population, total [SP.POP.TOTL]"
2015,YR2015,Serbia,SRB,42797.4303147874,45389.9993896484,7095383
2015,YR2015,Turkiye,TUR,73813.8347289294,351589.996337891,79646178
2015,YR2015,Turkmenistan,TKM,39956.7027577381,73400.0015258789,5766431
2016,YR2016,Albania,ALB,30847.1048041015,4480.00001907349,2876101
2016,YR2016,Armenia,ARM,31474.9184454232,5070.00017166138,2865835
2016,YR2016,Azerbaijan,AZE,29976.5885727396,32240.0016784668,9757812
2016,YR2016,Belarus,BLR,35344.7125990549,55139.9993896484,9469379
2016,YR2016,Bosnia and Herzegovina,BIH,47038.0564659974,22340.0001525879,3480986
2016,YR2016,Bulgaria,BGR,48980.3233154411,41590.0001525879,7127822
2016,YR2016,Georgia,GEO,28316.3682470225,9649.99961853027,3727505
2016,YR2016,Kazakhstan,KAZ,50175.2925560681,202149.993896484,17794055
2016,YR2016,Kosovo,XKX,..,..,1777557
2016,YR2016,Moldova,MDA,31275.4805146283,8140.00034332275,2803186
2016,YR2016,Montenegro,MNE,51369.1860158069,2150.00009536743,622303
2016,YR2016,North Macedonia,MKD,44707.8804858975,7300.00019073486,2072490
2016,YR2016,Russian Federation,RUS,52779.3273009052,1571520.01953125,144342397
2016,YR2016,Serbia,SRB,41768.731310192,46619.9989318848,7058322
2016,YR2016,Turkiye,TUR,74136.0436404657,374589.996337891,81019394
2016,YR2016,Turkmenistan,TKM,41962.7943245685,73339.9963378906,5868561
2017,YR2017,Albania,ALB,30844.8979029992,5139.9998664856,2873457
2017,YR2017,Armenia,ARM,34307.2576481821,5369.99988555908,2851923
2017,YR2017,Azerbaijan,AZE,29614.7941051316,31959.9990844727,9854033
2017,YR2017,Belarus,BLR,36248.3455808469,56009.9983215332,9458989
2017,YR2017,Bosnia and Herzegovina,BIH,46896.558498837,22680.0003051758,3440027
2017,YR2017,Bulgaria,BGR,48121.9517547306,43880.0010681152,7075947
2017,YR2017,Georgia,GEO,29858.7545716551,9729.99954223633,3728004
2017,YR2017,Kazakhstan,KAZ,52475.7811120727,214580.001831055,18037776
2017,YR2017,Kosovo,XKX,..,..,1791003
2017,YR2017,Moldova,MDA,35518.3327089387,8060.0004196167,2755189
2017,YR2017,Montenegro,MNE,52523.6724504365,2269.99998092651,622373
2017,YR2017,North Macedonia,MKD,44050.3647890453,7789.99996185303,2074502
2017,YR2017,Russian Federation,RUS,53666.3656699749,1594550.04882813,144496739
2017,YR2017,Serbia,SRB,41449.073987057,47340.0001525879,7020858
2017,YR2017,Turkiye,TUR,77222.1374828492,415899.993896484,82089826
2017,YR2017,Turkmenistan,TKM,44231.1700898928,73120.002746582,5968383
2018,YR2018,Albania,ALB,30882.5857646523,5110.0001335144,2866376
2018,YR2018,Armenia,ARM,38493.4677096407,5710.00003814697,2836557
2018,YR2018,Azerbaijan,AZE,29626.9101463849,32729.9995422363,9939771
2018,YR2018,Belarus,BLR,37099.0575950193,58950.0007629395,9438785
2018,YR2018,Bosnia and Herzegovina,BIH,48358.7304389777,22600.0003814697,3400129
2018,YR2018,Bulgaria,BGR,49296.470252402,40900.0015258789,7025037
2018,YR2018,Georgia,GEO,32093.1320290022,9569.99969482422,3726549
2018,YR2018,Kazakhstan,KAZ,53541.1019437043,216600.006103516,18276452
2018,YR2018,Kosovo,XKX,..,..,1797085
2018,YR2018,Moldova,MDA,42816.8481059482,8539.99996185303,2707203
2018,YR2018,Montenegro,MNE,53261.9245778032,2500,622227
2018,YR2018,North Macedonia,MKD,44161.9711948089,7300.00019073486,2076217
2018,YR2018,Russian Federation,RUS,54972.2315551553,1661000,144477859
2018,YR2018,Serbia,SRB,42720.9284475819,46130.0010681152,6982604
2018,YR2018,Turkiye,TUR,78249.7055760191,411730.010986328,82809304
2018,YR2018,Turkmenistan,TKM,46490.5696450245,73050.0030517578,6065066
2019,YR2019,Albania,ALB,30717.3710222444,4829.99992370605,2854191
2019,YR2019,Armenia,ARM,40650.0918089103,6170.00007629395,2820602
2019,YR2019,Azerbaijan,AZE,30196.2532374393,35509.9983215332,10024283
2019,YR2019,Belarus,BLR,37579.4759241822,57669.9981689453,9419758
2019,YR2019,Bosnia and Herzegovina,BIH,48811.7241160157,21069.9996948242,3360711
2019,YR2019,Bulgaria,BGR,49962.3628724983,39139.9993896484,6975761
2019,YR2019,Georgia,GEO,33971.7708142703,10109.9996566772,3720161
2019,YR2019,Kazakhstan,KAZ,55545.7225508224,212110.000610352,18513673
2019,YR2019,Kosovo,XKX,..,..,1788878
2019,YR2019,Moldova,MDA,40348.4079516283,8859.99965667725,2664224
2019,YR2019,Montenegro,MNE,54034.5328554333,2599.99990463257,622028
2019,YR2019,North Macedonia,MKD,43623.5278793879,8300.00019073486,2076694
2019,YR2019,Russian Federation,RUS,56624.1283250837,1703589.96582031,144406261
2019,YR2019,Serbia,SRB,43515.7382195517,45950.0007629395,6945235
2019,YR2019,Turkiye,TUR,80986.0388410212,396839.996337891,83481684
2019,YR2019,Turkmenistan,TKM,48908.6370339133,72870.002746582,6158420
2020,YR2020,Albania,ALB,31678.3091578505,..,2837849
2020,YR2020,Armenia,ARM,41515.8731714496,..,2805608
2020,YR2020,Azerbaijan,AZE,30845.5185625498,..,10093121
2020,YR2020,Belarus,BLR,37903.2370073051,..,9379952
2020,YR2020,Bosnia and Herzegovina,BIH,46775.8049365259,..,3318407
2020,YR2020,Bulgaria,BGR,49605.0548062081,..,6934015
2020,YR2020,Georgia,GEO,36525.9655515689,..,3722716
2020,YR2020,Kazakhstan,KAZ,54460.6835999291,..,18755666
2020,YR2020,Kosovo,XKX,..,..,1790133
2020,YR2020,Moldova,MDA,39158.4911665501,..,2635130
2020,YR2020,Montenegro,MNE,50966.1910647071,..,621306
2020,YR2020,North Macedonia,MKD,43367.5944213338,..,2072531
2020,YR2020,Russian Federation,RUS,56184.1278326849,..,144073139
2020,YR2020,Serbia,SRB,43316.9822007353,..,6899126
2020,YR2020,Turkiye,TUR,87127.5945206317,..,84135428
2020,YR2020,Turkmenistan,TKM,..,..,6250438
2021,YR2021,Albania,ALB,33597.7862483526,..,2811666
2021,YR2021,Armenia,ARM,43431.5568574779,..,2790974
2021,YR2021,Azerbaijan,AZE,31837.3659268598,..,10137750
2021,YR2021,Belarus,BLR,39118.0917617499,..,9340314
2021,YR2021,Bosnia and Herzegovina,BIH,51684.2945247005,..,3270943
2021,YR2021,Bulgaria,BGR,53911.0044986101,..,6877743
2021,YR2021,Georgia,GEO,37281.4037630325,..,3708610
2021,YR2021,Kazakhstan,KAZ,56411.5300453732,..,19000988
2021,YR2021,Kosovo,XKX,..,..,1786038
2021,YR2021,Moldova,MDA,47096.8998502945,..,2615199
2021,YR2021,Montenegro,MNE,56409.9208358389,..,619211
2021,YR2021,North Macedonia,MKD,44287.4532165451,..,2065092
2021,YR2021,Russian Federation,RUS,59266.5393915875,..,143449286
2021,YR2021,Serbia,SRB,48377.3652974863,..,6834326
2021,YR2021,Turkiye,TUR,94605.7580873652,..,84775404
2021,YR2021,Turkmenistan,TKM,..,..,6341855
,,,,,,
,,,,,,
,,,,,,
Data from database: World Development Indicators,,,,,,
Last Updated: 03/30/2023,,,,,,
